codigo_municipio,cod_seccion,mos,area_km2,setr,lat,lon,partes
05044,05044300103,116,20.4197921339,050443001,6.33480198671,-75.8689928246,1
05044,05044300104,619,26.4347735265,050443001,6.33376715689,-75.9267288933,1
05044,05044300105,235,22.7213579231,050443001,6.32431118752,-75.9697175683,1
05044,05044300106,393,20.3992087824,050443001,6.30724673076,-75.9055875249,1
05044,05044300107,47,25.3783820502,050443001,6.29167819044,-75.867383555,1
05044,05044300108,176,21.6385264005,050443001,6.28143316136,-75.9807236356,1
05044,05044300109,734,21.0032174937,050443001,6.27666846634,-75.9457199958,1
05044,05044300110,970,22.9726301922,050443001,6.23903760342,-75.9393046594,1
05044,05044300111,277,31.5675631885,050443001,6.2605914050100004,-75.8888316505,1
05045,05045300101,101,15.34004579,050453001,7.91021264984,-76.705783284,1
05045,05045300102,40,21.3828725646,050453001,7.90624444741,-76.6606590749,1
05045,05045300103,10,19.1433138261,050453001,7.87890285587,-76.6628495012,1
05045,05045300106,44,1.16147463715,050453001,7.85260281795,-76.6508158657,1
05045,05045300201,5,24.6286077773,050453002,7.87716842003,-76.7188865058,1
05045,05045300202,52,0.876748868833,050453002,7.8532350394,-76.6870762408,1
05045,05045300203,267,20.5769568674,050453002,7.81670501357,-76.6779737068,1
05045,05045300204,2,13.0410926067,050453002,7.84550003282,-76.6909239154,1
05045,05045300205,3,11.2522225249,050453002,7.84764634799,-76.6647915598,1
05045,05045300206,0,0.282599507157,050453002,7.86837831361,-76.6950223289,1
05045,05045300207,0,0.302610075939,050453002,7.86303388147,-76.6779595055,1
05045,05045300208,0,0.0690254457479,050453002,7.87247118938,-76.6869896327,1
05045,05045300209,0,0.301387933268,050453002,7.87863558572,-76.6913951966,1
05045,05045300301,176,21.8486035738,050453003,7.84694403877,-76.6233529272,1
05045,05045300302,308,30.312127749,050453003,7.84996426099,-76.5730622304,1
05045,05045300303,35,19.7728019074,050453003,7.86204433598,-76.5322185419,1
05045,05045300304,194,17.8991572185,050453003,7.80779846404,-76.622186215,1
05045,05045300305,94,25.6833805021,050453003,7.81208718659,-76.5749197855,1
05045,05045300306,51,18.1422054959,050453003,7.79647972825,-76.5524615167,1
05045,05045300401,42,22.3881017753,050453004,8.00400585404,-76.472340039,1
05045,05045300402,68,19.7188499313,050453004,8.03014816395,-76.4362331802,1
05045,05045300403,7,21.5030757964,050453004,7.97011152368,-76.4653731855,1
05045,05045300404,25,15.4556487226,050453004,7.98017326056,-76.4297630081,1
05045,05045300405,28,22.2192398737,050453004,7.92711595015,-76.4593063788,1
05045,05045300406,4,14.0660612097,050453004,7.92889158065,-76.4333696482,1
05045,05045300407,7,17.1664214421,050453004,7.89016752566,-76.4762833893,1
05045,05045300501,292,20.6883857394,050453005,7.91415629355,-76.6065328949,1
05045,05045300502,57,20.4891797883,050453005,7.9226690058,-76.5706541262,1
05045,05045300503,212,20.4534019251,050453005,7.88567145764,-76.5782120657,1
05045,05045300504,61,24.3624533745,050453005,7.91256685201,-76.5339262795,1
05045,05045300505,21,25.6754166976,050453005,7.95623744103,-76.5173816768,1
05045,05045300506,10,20.6564341538,050453005,7.92235985784,-76.4971247345,1
05051,05051300101,88,20.2104677445,050513001,8.81336850514,-76.4567098708,1
05051,05051300102,748,25.2573120841,050513001,8.80186693579,-76.4320590464,1
05051,05051300103,353,28.9684668193,050513001,8.81128503038,-76.4063425488,1
05051,05051300104,119,27.6891232847,050513001,8.74553585248,-76.4320463002,1
05051,05051300105,18,6.69107180403,050513001,8.78259186534,-76.4586633128,1
05051,05051300106,32,0.207418411681,050513001,8.79274851166,-76.4050027513,1
05051,05051300201,81,20.4541483248,050513002,8.70921275036,-76.4067559099,1
05051,05051300202,98,14.6107498169,050513002,8.68588756517,-76.446111486,1
05051,05051300203,129,21.3451035596,050513002,8.6640165898,-76.4130616613,1
05051,05051300204,115,27.0479628685,050513002,8.68320777535,-76.3757636416,1
05051,05051300205,78,25.20241952,050513002,8.63474115075,-76.369219498,1
05051,05051300206,5,15.9441230424,050513002,8.60127739854,-76.3522061275,1
05051,05051300301,74,25.5934915036,050513003,8.6532736586,-76.4801847587,1
